text,user_name,user_created,user_followers,id_str,created,retweet_count,polarity,subjectivity
"diam dictum sapien. Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a, enim. Suspendisse aliquet,",Adam,"PDT04000000 AMpTue, 10 May 2016 04:04:50 -0700 23 13:38:19 +0000 2009",197,1616080933799,"PST02000000 AMpWed, 14 Feb 2018 02:24:22 -0800 23 13:38:19 +0000 2009",14,0.4281531685,0.5257857474
"diam. Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi.",Jordan,"PDT01000000 AMpSun, 29 May 2016 01:23:08 -0700 23 13:38:19 +0000 2009",187,1661100965399,"PDT04000000 PMpMon, 02 Apr 2018 16:05:07 -0700 23 13:38:19 +0000 2009",42,0.5162364814,0.4788662822
"et magnis dis parturient montes, nascetur ridiculus mus. Proin vel arcu eu odio tristique",Jocelyn,"PDT10000000 AMpThu, 15 Mar 2018 10:49:56 -0700 23 13:38:19 +0000 2009",104,1636031394599,"PDT12000000 AMpThu, 30 Aug 2018 00:32:16 -0700 23 13:38:19 +0000 2009",77,0.4828805207,0.5629009046
"ac sem ut dolor dapibus gravida. Aliquam tincidunt,",Erasmus,"PDT04000000 PMpThu, 13 Jul 2017 16:28:11 -0700 23 13:38:19 +0000 2009",94,1679052955599,"PDT07000000 AMpFri, 14 Sep 2018 07:53:23 -0700 23 13:38:19 +0000 2009",60,0.5615576452,0.4653723228
arcu ac orci. Ut semper pretium neque. Morbi quis urna. Nunc quis arcu vel quam dignissim pharetra. Nam ac nulla. In tincidunt congue,Lev,"PDT08000000 PMpMon, 09 May 2016 20:53:31 -0700 23 13:38:19 +0000 2009",23,1611110818899,"PST11000000 AMpThu, 09 Nov 2017 11:28:16 -0800 23 13:38:19 +0000 2009",158,0.5412515458,0.5311427255
a neque. Nullam ut nisi a odio semper cursus. Integer mollis. Integer tincidunt aliquam arcu. Aliquam ultrices iaculis odio. Nam interdum enim non nisi. Aenean eget metus. In,Reece,"PDT06000000 PMpTue, 24 Oct 2017 18:50:05 -0700 23 13:38:19 +0000 2009",109,1644090676799,"PDT04000000 PMpThu, 08 Sep 2016 16:13:24 -0700 23 13:38:19 +0000 2009",132,0.477520229,0.5673022455
"tincidunt nibh. Phasellus nulla. Integer vulputate, risus a ultricies adipiscing, enim mi",Kessie,"PDT09000000 PMpFri, 09 Sep 2016 21:27:44 -0700 23 13:38:19 +0000 2009",190,1621050211499,"PDT11000000 PMpSun, 22 Oct 2017 23:43:57 -0700 23 13:38:19 +0000 2009",124,0.5233234867,0.4490997676
"gravida sit amet, dapibus id, blandit at, nisi. Cum sociis natoque",Stuart,"PDT11000000 PMpThu, 19 Oct 2017 23:10:16 -0700 23 13:38:19 +0000 2009",64,1638051726899,"PDT02000000 AMpThu, 28 Sep 2017 02:54:45 -0700 23 13:38:19 +0000 2009",37,0.5299096057,0.4819869753
"metus. Aliquam erat volutpat. Nulla facilisis. Suspendisse commodo tincidunt nibh. Phasellus nulla. Integer vulputate, risus a ultricies adipiscing, enim mi tempor lorem, eget mollis lectus",Garth,"PST11000000 PMpSun, 18 Feb 2018 23:53:42 -0800 23 13:38:19 +0000 2009",276,1663120350899,"PDT08000000 AMpThu, 01 Jun 2017 08:43:36 -0700 23 13:38:19 +0000 2009",37,0.5385271739,0.4801989225
"eu dui. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse tristique neque venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec",Tanner,"PDT12000000 PMpWed, 03 Aug 2016 12:11:52 -0700 23 13:38:19 +0000 2009",284,1622101464499,"PDT09000000 AMpSun, 15 Jul 2018 09:10:43 -0700 23 13:38:19 +0000 2009",190,0.4497309244,0.507419107
"nec ante. Maecenas mi felis, adipiscing fringilla, porttitor vulputate, posuere vulputate, lacus.",Lunea,"PDT01000000 AMpFri, 09 Jun 2017 01:11:13 -0700 23 13:38:19 +0000 2009",32,1679071094099,"PDT11000000 AMpThu, 04 May 2017 11:33:42 -0700 23 13:38:19 +0000 2009",180,0.5378905814,0.5711490758
"dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Fitzgerald,"PST10000000 PMpFri, 04 Dec 2015 22:22:02 -0800 23 13:38:19 +0000 2009",144,1618052044399,"PST10000000 AMpThu, 01 Dec 2016 10:01:14 -0800 23 13:38:19 +0000 2009",95,0.5084458009,0.4504286339
"adipiscing elit. Etiam laoreet, libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae",Lacota,"PST08000000 PMpSat, 04 Feb 2017 20:05:00 -0800 23 13:38:19 +0000 2009",56,1649072668599,"PDT11000000 PMpThu, 19 Jul 2018 23:54:03 -0700 23 13:38:19 +0000 2009",27,0.5048910026,0.4777053442
"elit, a feugiat tellus lorem eu metus. In lorem. Donec elementum, lorem ut aliquam iaculis, lacus",Robin,"PST06000000 AMpWed, 09 Nov 2016 06:08:06 -0800 23 13:38:19 +0000 2009",30,1621032513899,"PST04000000 PMpSun, 19 Feb 2017 16:33:14 -0800 23 13:38:19 +0000 2009",117,0.4678497806,0.591169751
Donec nibh. Quisque nonummy ipsum non,Peter,"PDT02000000 PMpWed, 18 Oct 2017 14:26:38 -0700 23 13:38:19 +0000 2009",79,1618031820899,"PDT08000000 PMpThu, 24 Aug 2017 20:17:39 -0700 23 13:38:19 +0000 2009",31,0.5010438987,0.502229617
Nullam nisl. Maecenas malesuada fringilla est. Mauris eu turpis. Nulla aliquet. Proin velit. Sed,Lee,"PST05000000 AMpFri, 05 Jan 2018 05:55:53 -0800 23 13:38:19 +0000 2009",146,1643060226999,"PDT04000000 PMpSat, 17 Jun 2017 16:52:27 -0700 23 13:38:19 +0000 2009",190,0.556360614,0.4831386254
"magnis dis parturient montes, nascetur ridiculus mus. Proin vel nisl. Quisque fringilla euismod enim. Etiam gravida",Martha,"PDT10000000 AMpSat, 08 Sep 2018 10:41:13 -0700 23 13:38:19 +0000 2009",13,1673100899799,"PST11000000 AMpTue, 02 Jan 2018 11:46:46 -0800 23 13:38:19 +0000 2009",166,0.49336475,0.4690741348
Nullam vitae diam. Proin dolor. Nulla semper tellus id nunc interdum feugiat. Sed nec metus facilisis lorem tristique aliquet. Phasellus fermentum convallis ligula.,Giacomo,"PDT02000000 AMpMon, 28 Mar 2016 02:45:32 -0700 23 13:38:19 +0000 2009",52,1603052934299,"PDT06000000 AMpTue, 26 Sep 2017 06:28:09 -0700 23 13:38:19 +0000 2009",19,0.5307971892,0.4776796666
Mauris ut quam vel sapien imperdiet ornare. In faucibus. Morbi vehicula. Pellentesque tincidunt tempus risus. Donec,Sebastian,"PST03000000 PMpSun, 17 Dec 2017 15:18:35 -0800 23 13:38:19 +0000 2009",168,1695122751099,"PDT05000000 PMpTue, 10 Jul 2018 17:20:10 -0700 23 13:38:19 +0000 2009",90,0.6052571492,0.474828829
"vitae, aliquet nec, imperdiet nec,",Brynne,"PST11000000 PMpMon, 25 Jan 2016 23:54:21 -0800 23 13:38:19 +0000 2009",139,1657021888399,"PDT08000000 AMpMon, 26 Mar 2018 08:02:27 -0700 23 13:38:19 +0000 2009",113,0.5020294124,0.473668396
orci. Phasellus dapibus quam quis diam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Fusce aliquet magna a neque.,Hamilton,"PDT10000000 PMpThu, 08 Jun 2017 22:50:40 -0700 23 13:38:19 +0000 2009",84,1651072730399,"PDT01000000 AMpTue, 17 Oct 2017 01:16:36 -0700 23 13:38:19 +0000 2009",173,0.4276146954,0.5436953082
"Suspendisse sed dolor. Fusce mi lorem, vehicula et, rutrum eu,",Whoopi,"PDT11000000 AMpSun, 17 Sep 2017 11:25:46 -0700 23 13:38:19 +0000 2009",300,1664062772399,"PDT12000000 PMpMon, 08 May 2017 12:13:06 -0700 23 13:38:19 +0000 2009",147,0.4641514164,0.525409692
pellentesque. Sed dictum. Proin eget odio. Aliquam vulputate ullamcorper magna. Sed eu eros. Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat metus sit amet ante. Vivamus non lorem vitae,Marvin,"PST05000000 PMpSat, 14 Jan 2017 17:16:07 -0800 23 13:38:19 +0000 2009",29,1630051208799,"PDT05000000 PMpSun, 13 May 2018 17:42:14 -0700 23 13:38:19 +0000 2009",196,0.4978849441,0.5693699439
"Integer vulputate, risus a ultricies adipiscing, enim mi tempor lorem, eget mollis lectus pede et risus. Quisque libero lacus, varius et,",Colt,"PDT12000000 AMpTue, 27 Mar 2018 00:38:43 -0700 23 13:38:19 +0000 2009",38,1662010369499,"PST09000000 AMpSat, 26 Nov 2016 09:14:39 -0800 23 13:38:19 +0000 2009",188,0.4528943553,0.4906990111
"amet, consectetuer adipiscing elit. Etiam laoreet, libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus. Duis a mi fringilla mi lacinia mattis. Integer",Veronica,"PST05000000 AMpSat, 30 Dec 2017 05:35:44 -0800 23 13:38:19 +0000 2009",10,1630082069299,"PDT07000000 PMpSat, 14 Oct 2017 19:03:11 -0700 23 13:38:19 +0000 2009",78,0.5643620549,0.5051324771
orci luctus et ultrices posuere cubilia Curae; Donec tincidunt. Donec vitae erat vel pede blandit congue.,Lani,"PST10000000 AMpMon, 26 Dec 2016 10:34:34 -0800 23 13:38:19 +0000 2009",60,1639102474299,"PDT03000000 PMpThu, 30 Aug 2018 15:13:26 -0700 23 13:38:19 +0000 2009",145,0.5070936728,0.4990312356
"non magna. Nam ligula elit, pretium et, rutrum non, hendrerit id, ante. Nunc mauris sapien, cursus in, hendrerit consectetuer, cursus et, magna. Praesent interdum ligula eu enim. Etiam imperdiet",Cailin,"PDT05000000 PMpFri, 08 Sep 2017 17:07:01 -0700 23 13:38:19 +0000 2009",82,1616070214399,"PDT06000000 AMpSun, 25 Jun 2017 06:13:49 -0700 23 13:38:19 +0000 2009",79,0.5425487191,0.5234134594
"lectus ante dictum mi, ac mattis velit justo nec ante. Maecenas mi felis,",Fallon,"PDT09000000 AMpTue, 18 Sep 2018 09:36:22 -0700 23 13:38:19 +0000 2009",102,1610031651099,"PDT07000000 PMpThu, 24 May 2018 19:45:17 -0700 23 13:38:19 +0000 2009",171,0.4530089756,0.4534509144
"amet diam eu dolor egestas rhoncus. Proin nisl sem, consequat nec, mollis vitae, posuere at, velit. Cras lorem lorem, luctus ut, pellentesque eget, dictum",Reese,"PDT07000000 AMpFri, 25 Aug 2017 07:06:06 -0700 23 13:38:19 +0000 2009",245,1674122631099,"PDT07000000 PMpWed, 07 Jun 2017 19:57:15 -0700 23 13:38:19 +0000 2009",68,0.6138931152,0.5689983691
"rhoncus. Donec est. Nunc ullamcorper, velit in aliquet lobortis, nisi nibh lacinia orci, consectetuer",Orli,"PST10000000 PMpThu, 18 Jan 2018 22:08:27 -0800 23 13:38:19 +0000 2009",134,1689072938299,"PDT03000000 PMpMon, 13 Mar 2017 15:58:35 -0700 23 13:38:19 +0000 2009",135,0.4969402019,0.4781999807
"dui. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse tristique neque venenatis lacus. Etiam bibendum",Solomon,"PST02000000 PMpSun, 22 Jan 2017 14:40:19 -0800 23 13:38:19 +0000 2009",25,1650060538799,"PST09000000 PMpWed, 03 Jan 2018 21:31:06 -0800 23 13:38:19 +0000 2009",106,0.5009371046,0.455804733
"dis parturient montes, nascetur ridiculus mus. Donec dignissim magna a tortor. Nunc commodo auctor",Gareth,"PST03000000 AMpFri, 11 Mar 2016 03:51:42 -0800 23 13:38:19 +0000 2009",200,1696081492399,"PDT07000000 PMpSat, 05 Nov 2016 19:06:37 -0700 23 13:38:19 +0000 2009",125,0.5517734742,0.4296208294
"nibh. Donec est mauris, rhoncus id, mollis nec, cursus a, enim. Suspendisse aliquet, sem ut cursus luctus, ipsum leo elementum sem, vitae aliquam eros turpis non",Breanna,"PDT12000000 AMpFri, 24 Mar 2017 00:52:45 -0700 23 13:38:19 +0000 2009",87,1677032178099,"PST01000000 PMpMon, 02 Jan 2017 13:41:33 -0800 23 13:38:19 +0000 2009",162,0.3400180274,0.60775288
"In scelerisque scelerisque dui. Suspendisse ac metus vitae velit egestas lacinia. Sed congue, elit sed consequat auctor, nunc nulla vulputate dui, nec tempus mauris erat eget",Shaine,"PDT04000000 PMpTue, 26 Sep 2017 16:18:17 -0700 23 13:38:19 +0000 2009",34,1661090382599,"PST02000000 AMpThu, 01 Dec 2016 02:02:16 -0800 23 13:38:19 +0000 2009",26,0.4659473525,0.4223427309
"condimentum eget, volutpat ornare, facilisis eget, ipsum. Donec",Lareina,"PST06000000 AMpTue, 16 Jan 2018 06:25:10 -0800 23 13:38:19 +0000 2009",293,1630112103099,"PDT04000000 AMpThu, 29 Mar 2018 04:25:33 -0700 23 13:38:19 +0000 2009",150,0.5205878382,0.4704893034
"et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna.",Nehru,"PDT06000000 PMpSat, 10 Oct 2015 18:43:12 -0700 23 13:38:19 +0000 2009",67,1638031206199,"PST03000000 PMpWed, 28 Dec 2016 15:43:22 -0800 23 13:38:19 +0000 2009",111,0.4615539094,0.4362805117
"tempor lorem, eget mollis lectus pede et risus. Quisque libero lacus, varius et, euismod et, commodo at, libero. Morbi accumsan laoreet",Hiram,"PDT02000000 PMpMon, 26 Mar 2018 14:08:57 -0700 23 13:38:19 +0000 2009",36,1639041359799,"PDT05000000 PMpSun, 28 May 2017 17:27:09 -0700 23 13:38:19 +0000 2009",3,0.5792574349,0.5655803241
"sodales nisi magna sed dui. Fusce aliquam, enim nec tempus scelerisque, lorem ipsum sodales purus, in molestie tortor",Rhiannon,"PST01000000 AMpSun, 12 Nov 2017 01:04:54 -0800 23 13:38:19 +0000 2009",37,1695011823499,"PST03000000 PMpSun, 11 Feb 2018 15:52:18 -0800 23 13:38:19 +0000 2009",150,0.4963027549,0.5128946287
eu augue porttitor interdum. Sed,Desiree,"PST12000000 AMpWed, 16 Dec 2015 00:16:40 -0800 23 13:38:19 +0000 2009",127,1658110301699,"PDT07000000 PMpWed, 04 Jul 2018 19:57:12 -0700 23 13:38:19 +0000 2009",195,0.4659542549,0.5228812775
"ullamcorper eu, euismod ac, fermentum vel, mauris. Integer sem elit, pharetra ut, pharetra sed, hendrerit a, arcu. Sed et libero. Proin mi. Aliquam gravida mauris ut",Wyoming,"PDT05000000 PMpFri, 11 May 2018 17:36:47 -0700 23 13:38:19 +0000 2009",128,1613121914799,"PDT08000000 AMpSat, 14 Apr 2018 08:04:08 -0700 23 13:38:19 +0000 2009",56,0.4598114052,0.531293376
"erat, eget tincidunt dui augue eu tellus. Phasellus elit pede, malesuada vel, venenatis vel, faucibus",Kareem,"PDT05000000 AMpTue, 27 Sep 2016 05:51:36 -0700 23 13:38:19 +0000 2009",95,1608011772099,"PDT08000000 PMpThu, 28 Jun 2018 20:16:58 -0700 23 13:38:19 +0000 2009",30,0.5871976675,0.6076244259
"Suspendisse aliquet molestie tellus. Aenean egestas hendrerit neque. In ornare sagittis felis. Donec tempor, est ac mattis semper, dui lectus rutrum urna, nec luctus felis purus ac",Yoshi,"PDT10000000 PMpThu, 24 Sep 2015 22:02:54 -0700 23 13:38:19 +0000 2009",285,1640082907699,"PDT04000000 AMpWed, 04 Oct 2017 04:06:25 -0700 23 13:38:19 +0000 2009",62,0.4905491492,0.4726805219
"quam a felis ullamcorper viverra. Maecenas iaculis aliquet diam. Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna. Vivamus molestie dapibus ligula.",Kuame,"PDT02000000 AMpSat, 02 Jun 2018 02:02:46 -0700 23 13:38:19 +0000 2009",5,1667032194899,"PDT08000000 AMpTue, 15 May 2018 08:58:32 -0700 23 13:38:19 +0000 2009",195,0.5288539485,0.558711485
"convallis, ante lectus convallis est, vitae sodales nisi magna sed dui. Fusce aliquam, enim nec tempus scelerisque, lorem ipsum sodales purus, in molestie tortor",Charity,"PDT04000000 PMpWed, 11 Apr 2018 16:01:33 -0700 23 13:38:19 +0000 2009",36,1655082605499,"PDT01000000 AMpThu, 13 Oct 2016 01:51:20 -0700 23 13:38:19 +0000 2009",117,0.4916500894,0.5058306993
"Sed pharetra, felis eget varius ultrices, mauris ipsum porta elit, a feugiat tellus lorem eu metus. In lorem. Donec elementum, lorem ut aliquam iaculis, lacus",Griffith,"PDT09000000 PMpSat, 01 Apr 2017 21:18:39 -0700 23 13:38:19 +0000 2009",93,1691100763499,"PDT04000000 AMpFri, 20 Oct 2017 04:51:10 -0700 23 13:38:19 +0000 2009",72,0.415792778,0.4486490255
"ligula. Nullam enim. Sed nulla ante, iaculis nec, eleifend non, dapibus rutrum, justo. Praesent luctus. Curabitur egestas nunc",Ross,"PDT08000000 PMpSun, 24 Jun 2018 20:30:03 -0700 23 13:38:19 +0000 2009",92,1665011263299,"PST09000000 AMpSat, 04 Feb 2017 09:07:26 -0800 23 13:38:19 +0000 2009",99,0.4018658576,0.485230915
"blandit enim consequat purus. Maecenas libero est, congue a, aliquet vel,",Lavinia,"PDT06000000 AMpThu, 02 Aug 2018 06:16:04 -0700 23 13:38:19 +0000 2009",147,1674101474199,"PDT10000000 AMpFri, 08 Sep 2017 10:28:53 -0700 23 13:38:19 +0000 2009",40,0.5166418981,0.5797502031
"lacus. Quisque purus sapien, gravida non, sollicitudin a, malesuada",Caesar,"PDT03000000 AMpWed, 30 Mar 2016 03:37:29 -0700 23 13:38:19 +0000 2009",222,1664052557899,"PDT05000000 PMpTue, 01 May 2018 17:45:27 -0700 23 13:38:19 +0000 2009",167,0.4841544847,0.6080137087
"consequat, lectus sit amet luctus vulputate, nisi sem semper erat, in consectetuer ipsum nunc id enim. Curabitur massa. Vestibulum accumsan neque et nunc. Quisque ornare tortor at",Ethan,"PDT12000000 AMpTue, 18 Oct 2016 00:35:45 -0700 23 13:38:19 +0000 2009",273,1606021260699,"PST07000000 PMpWed, 07 Mar 2018 19:47:00 -0800 23 13:38:19 +0000 2009",124,0.4463644769,0.4284322785
"tincidunt orci quis lectus. Nullam suscipit, est ac facilisis facilisis, magna tellus faucibus leo, in lobortis tellus justo sit amet",Reuben,"PST09000000 AMpFri, 29 Jan 2016 09:38:51 -0800 23 13:38:19 +0000 2009",14,1668023048399,"PDT03000000 AMpTue, 21 Mar 2017 03:33:44 -0700 23 13:38:19 +0000 2009",28,0.4827853623,0.5094246972
"felis, adipiscing fringilla, porttitor vulputate, posuere vulputate, lacus. Cras interdum. Nunc sollicitudin commodo ipsum. Suspendisse non leo.",Yolanda,"PDT12000000 PMpMon, 31 Jul 2017 12:32:03 -0700 23 13:38:19 +0000 2009",123,1658080443199,"PDT06000000 PMpFri, 20 Jul 2018 18:48:36 -0700 23 13:38:19 +0000 2009",15,0.4419048156,0.5322877833
Integer id magna et ipsum cursus vestibulum. Mauris magna. Duis dignissim tempor arcu. Vestibulum ut eros,Myles,"PDT12000000 AMpMon, 09 May 2016 00:45:22 -0700 23 13:38:19 +0000 2009",113,1690110559299,"PDT12000000 PMpTue, 27 Sep 2016 12:44:11 -0700 23 13:38:19 +0000 2009",122,0.5577226223,0.4986590056
nunc sed libero. Proin sed turpis nec mauris blandit mattis. Cras eget nisi dictum augue malesuada malesuada. Integer id magna et ipsum cursus vestibulum.,Grant,"PDT07000000 PMpMon, 21 May 2018 19:53:15 -0700 23 13:38:19 +0000 2009",222,1648120716999,"PDT10000000 PMpThu, 03 May 2018 22:24:49 -0700 23 13:38:19 +0000 2009",117,0.4228409912,0.4315861709
"massa. Quisque porttitor eros nec tellus. Nunc lectus pede, ultrices a, auctor non, feugiat nec, diam. Duis mi enim, condimentum eget, volutpat ornare, facilisis eget, ipsum. Donec sollicitudin adipiscing",Desiree,"PST04000000 PMpMon, 08 Feb 2016 16:37:14 -0800 23 13:38:19 +0000 2009",248,1682032532899,"PDT08000000 PMpSun, 14 May 2017 20:37:09 -0700 23 13:38:19 +0000 2009",38,0.4708955791,0.5314129565
"ultricies ornare, elit elit fermentum risus, at fringilla purus mauris a nunc. In at pede. Cras vulputate velit eu sem. Pellentesque ut ipsum ac mi eleifend egestas. Sed pharetra,",Tasha,"PST02000000 AMpThu, 22 Feb 2018 02:29:41 -0800 23 13:38:19 +0000 2009",224,1637061315299,"PDT09000000 PMpSat, 19 May 2018 21:59:27 -0700 23 13:38:19 +0000 2009",111,0.5121621977,0.4691406273
dapibus ligula. Aliquam erat volutpat. Nulla dignissim. Maecenas ornare egestas,Neve,"PDT11000000 AMpSun, 29 Jul 2018 11:40:55 -0700 23 13:38:19 +0000 2009",112,1687071946799,"PST09000000 PMpFri, 08 Dec 2017 21:45:46 -0800 23 13:38:19 +0000 2009",125,0.5898251825,0.3990369018
mauris blandit mattis. Cras eget nisi dictum augue malesuada malesuada. Integer id magna,Kessie,"PDT04000000 PMpSun, 11 Mar 2018 16:46:22 -0700 23 13:38:19 +0000 2009",177,1670030860899,"PDT01000000 AMpWed, 12 Apr 2017 01:55:43 -0700 23 13:38:19 +0000 2009",61,0.4860194275,0.4132462979
